Rescue probability,c,Growth ratios,Nc
0.0,0.2222222222222222,3.6,50000
0.0,0.2777777777777778,3.6,50000
0.0,0.3333333333333333,3.6,50000
0.0,0.38888888888888884,3.6,50000
0.0,0.4444444444444444,3.6,50000
0.0,0.5,3.6,50000
0.0,0.0,5.5,50000
0.0,0.05555555555555555,5.5,50000
0.0,0.1111111111111111,5.5,50000
0.0,0.16666666666666666,5.5,50000
0.0,0.2222222222222222,5.5,50000
0.0,0.2777777777777778,5.5,50000
0.0,0.3333333333333333,5.5,50000
0.0,0.38888888888888884,5.5,50000
0.0,0.4444444444444444,5.5,50000
0.0,0.5,5.5,50000
0.0,0.0,9.2,50000
0.0,0.05555555555555555,9.2,50000
0.0,0.1111111111111111,9.2,50000
0.0,0.16666666666666666,9.2,50000
0.0,0.2222222222222222,9.2,50000
0.0,0.2777777777777778,9.2,50000
0.0,0.3333333333333333,9.2,50000
0.0,0.38888888888888884,9.2,50000
0.0,0.4444444444444444,9.2,50000
0.0,0.5,9.2,50000
0.224,0.0,19.0,50000
0.0,0.05555555555555555,19.0,50000
0.0,0.1111111111111111,19.0,50000
0.0,0.16666666666666666,19.0,50000
0.0,0.2222222222222222,19.0,50000
0.0,0.2777777777777778,19.0,50000
0.0,0.3333333333333333,19.0,50000
0.0,0.38888888888888884,19.0,50000
0.0,0.4444444444444444,19.0,50000
0.0,0.5,19.0,50000
0.792,0.0,127.0,50000
0.0,0.05555555555555555,127.0,50000
0.0,0.1111111111111111,127.0,50000
0.0,0.16666666666666666,127.0,50000
0.0,0.2222222222222222,127.0,50000
0.0,0.2777777777777778,127.0,50000
0.0,0.3333333333333333,127.0,50000
0.0,0.38888888888888884,127.0,50000
0.0,0.4444444444444444,127.0,50000
0.0,0.5,127.0,50000
0.0,0.0,0.2,100000
0.0,0.05555555555555555,0.2,100000
0.0,0.1111111111111111,0.2,100000
0.0,0.16666666666666666,0.2,100000
0.0,0.2222222222222222,0.2,100000
0.0,0.2777777777777778,0.2,100000
0.0,0.3333333333333333,0.2,100000
0.0,0.38888888888888884,0.2,100000
0.0,0.4444444444444444,0.2,100000
0.0,0.5,0.2,100000
0.0,0.0,0.6,100000
0.0,0.05555555555555555,0.6,100000
0.0,0.1111111111111111,0.6,100000
0.0,0.16666666666666666,0.6,100000
0.0,0.2222222222222222,0.6,100000
0.0,0.2777777777777778,0.6,100000
0.0,0.3333333333333333,0.6,100000
0.0,0.38888888888888884,0.6,100000
0.0,0.4444444444444444,0.6,100000
0.0,0.5,0.6,100000
0.0,0.0,1.0,100000
0.0,0.05555555555555555,1.0,100000
0.0,0.1111111111111111,1.0,100000
0.0,0.16666666666666666,1.0,100000
0.0,0.2222222222222222,1.0,100000
0.0,0.2777777777777778,1.0,100000
0.0,0.3333333333333333,1.0,100000
0.0,0.38888888888888884,1.0,100000
0.0,0.4444444444444444,1.0,100000
0.0,0.5,1.0,100000
0.0,0.0,1.6,100000
0.0,0.05555555555555555,1.6,100000
0.0,0.1111111111111111,1.6,100000
0.0,0.16666666666666666,1.6,100000
0.0,0.2222222222222222,1.6,100000
0.0,0.2777777777777778,1.6,100000
0.0,0.3333333333333333,1.6,100000
0.0,0.38888888888888884,1.6,100000
0.0,0.4444444444444444,1.6,100000
0.0,0.5,1.6,100000
0.0,0.0,2.4,100000
0.0,0.05555555555555555,2.4,100000
0.0,0.1111111111111111,2.4,100000
0.0,0.16666666666666666,2.4,100000
0.0,0.2222222222222222,2.4,100000
0.0,0.2777777777777778,2.4,100000
0.0,0.3333333333333333,2.4,100000
0.0,0.38888888888888884,2.4,100000
0.0,0.4444444444444444,2.4,100000
0.0,0.5,2.4,100000
0.0,0.0,3.6,100000
0.0,0.05555555555555555,3.6,100000
0.0,0.1111111111111111,3.6,100000
0.0,0.16666666666666666,3.6,100000
0.0,0.2222222222222222,3.6,100000
0.0,0.2777777777777778,3.6,100000
0.0,0.3333333333333333,3.6,100000
0.0,0.38888888888888884,3.6,100000
0.0,0.4444444444444444,3.6,100000
0.0,0.5,3.6,100000
0.0,0.0,5.5,100000
0.0,0.05555555555555555,5.5,100000
0.0,0.1111111111111111,5.5,100000
0.0,0.16666666666666666,5.5,100000
0.0,0.2222222222222222,5.5,100000
0.0,0.2777777777777778,5.5,100000
0.0,0.3333333333333333,5.5,100000
0.0,0.38888888888888884,5.5,100000
0.0,0.4444444444444444,5.5,100000
0.0,0.5,5.5,100000
0.0,0.0,9.2,100000
0.0,0.05555555555555555,9.2,100000
0.0,0.1111111111111111,9.2,100000
0.0,0.16666666666666666,9.2,100000
0.0,0.2222222222222222,9.2,100000
0.0,0.2777777777777778,9.2,100000
0.0,0.3333333333333333,9.2,100000
0.0,0.38888888888888884,9.2,100000
0.0,0.4444444444444444,9.2,100000
0.0,0.5,9.2,100000
0.0,0.0,19.0,100000
0.0,0.05555555555555555,19.0,100000
0.0,0.1111111111111111,19.0,100000
0.0,0.16666666666666666,19.0,100000
0.0,0.2222222222222222,19.0,100000
0.0,0.2777777777777778,19.0,100000
0.0,0.3333333333333333,19.0,100000
0.0,0.38888888888888884,19.0,100000
0.0,0.4444444444444444,19.0,100000
0.0,0.5,19.0,100000
0.0,0.0,127.0,100000
0.0,0.05555555555555555,127.0,100000
0.0,0.1111111111111111,127.0,100000
0.0,0.16666666666666666,127.0,100000
0.0,0.2222222222222222,127.0,100000
0.0,0.2777777777777778,127.0,100000
0.0,0.3333333333333333,127.0,100000
0.0,0.38888888888888884,127.0,100000
0.0,0.4444444444444444,127.0,100000
0.0,0.5,127.0,100000
0.0,0.0,0.2,500000
0.0,0.05555555555555555,0.2,500000
0.0,0.1111111111111111,0.2,500000
0.0,0.16666666666666666,0.2,500000
0.0,0.2222222222222222,0.2,500000
0.0,0.2777777777777778,0.2,500000
0.0,0.3333333333333333,0.2,500000
0.0,0.38888888888888884,0.2,500000
0.0,0.4444444444444444,0.2,500000
0.0,0.5,0.2,500000
0.0,0.0,0.6,500000
0.0,0.05555555555555555,0.6,500000
0.0,0.1111111111111111,0.6,500000
0.0,0.16666666666666666,0.6,500000
0.0,0.2222222222222222,0.6,500000
0.0,0.2777777777777778,0.6,500000
0.0,0.3333333333333333,0.6,500000
0.0,0.38888888888888884,0.6,500000
0.0,0.4444444444444444,0.6,500000
0.0,0.5,0.6,500000
0.0,0.0,1.0,500000
0.0,0.05555555555555555,1.0,500000
0.0,0.1111111111111111,1.0,500000
0.0,0.16666666666666666,1.0,500000
0.0,0.2222222222222222,1.0,500000
0.0,0.2777777777777778,1.0,500000
0.0,0.3333333333333333,1.0,500000
0.0,0.38888888888888884,1.0,500000
0.0,0.4444444444444444,1.0,500000
0.0,0.5,1.0,500000
0.0,0.0,1.6,500000
0.0,0.05555555555555555,1.6,500000
0.0,0.1111111111111111,1.6,500000
0.0,0.16666666666666666,1.6,500000
0.0,0.2222222222222222,1.6,500000
0.0,0.2777777777777778,1.6,500000
0.0,0.3333333333333333,1.6,500000
0.0,0.38888888888888884,1.6,500000
0.0,0.4444444444444444,1.6,500000
0.0,0.5,1.6,500000
0.0,0.0,2.4,500000
0.0,0.05555555555555555,2.4,500000
0.0,0.1111111111111111,2.4,500000
0.0,0.16666666666666666,2.4,500000
0.0,0.2222222222222222,2.4,500000
0.0,0.2777777777777778,2.4,500000
0.0,0.3333333333333333,2.4,500000
0.0,0.38888888888888884,2.4,500000
0.0,0.4444444444444444,2.4,500000
0.0,0.5,2.4,500000
0.0,0.0,3.6,500000
0.0,0.05555555555555555,3.6,500000
0.0,0.1111111111111111,3.6,500000
0.0,0.16666666666666666,3.6,500000
0.0,0.2222222222222222,3.6,500000
0.0,0.2777777777777778,3.6,500000
0.0,0.3333333333333333,3.6,500000
0.0,0.38888888888888884,3.6,500000
0.0,0.4444444444444444,3.6,500000
0.0,0.5,3.6,500000
0.0,0.0,5.5,500000
0.0,0.05555555555555555,5.5,500000
0.0,0.1111111111111111,5.5,500000
0.0,0.16666666666666666,5.5,500000
0.0,0.2222222222222222,5.5,500000
0.0,0.2777777777777778,5.5,500000
0.0,0.3333333333333333,5.5,500000
0.0,0.38888888888888884,5.5,500000
0.0,0.4444444444444444,5.5,500000
0.0,0.5,5.5,500000
0.0,0.0,9.2,500000
0.0,0.05555555555555555,9.2,500000
0.0,0.1111111111111111,9.2,500000
0.0,0.16666666666666666,9.2,500000
0.0,0.2222222222222222,9.2,500000
0.0,0.2777777777777778,9.2,500000
0.0,0.3333333333333333,9.2,500000
0.0,0.38888888888888884,9.2,500000
0.0,0.4444444444444444,9.2,500000
0.0,0.5,9.2,500000
0.0,0.0,19.0,500000
0.0,0.05555555555555555,19.0,500000
0.0,0.1111111111111111,19.0,500000
0.0,0.16666666666666666,19.0,500000
0.0,0.2222222222222222,19.0,500000
0.0,0.2777777777777778,19.0,500000
0.0,0.3333333333333333,19.0,500000
0.0,0.38888888888888884,19.0,500000
0.0,0.4444444444444444,19.0,500000
0.0,0.5,19.0,500000
0.0,0.0,127.0,500000
0.0,0.05555555555555555,127.0,500000
0.0,0.1111111111111111,127.0,500000
0.0,0.16666666666666666,127.0,500000
0.0,0.2222222222222222,127.0,500000
0.0,0.2777777777777778,127.0,500000
0.0,0.3333333333333333,127.0,500000
0.0,0.38888888888888884,127.0,500000
0.0,0.4444444444444444,127.0,500000
0.0,0.5,127.0,500000
